built_year,apt_name,security_deposit,monthly_rent,contract_date,lease_term,net_leasable_area,address,legal_code,floor,ward
1989,현대연예인,30000,0,20240704,24.07~26.07,74.66,서울특별시 구로구 구로동,1153010200,7,구로구
1987,주공2,14300,0,20240704,24.08~26.08,32.39,서울특별시 구로구 구로동,1153010200,11,구로구
1998,구로두산,30000,0,20240704,24.07~26.07,44.64,서울특별시 구로구 구로동,1153010200,5,구로구
2004,삼성래미안,58000,0,20240704,24.07~26.07,78.665,서울특별시 구로구 구로동,1153010200,18,구로구
1996,(807-37),7200,30,20240705,24.07~26.07,31.11,서울특별시 구로구 구로동,1153010200,1,구로구
2006,구로두산위브,3000,90,20240705,24.07~25.07,36.88,서울특별시 구로구 구로동,1153010200,11,구로구
2009,SR친오애,38000,0,20240705,24.08~26.08,84.973,서울특별시 구로구 구로동,1153010200,8,구로구
1999,신도림롯데아파트,20000,130,20240705,24.08~26.08,84.93,서울특별시 구로구 구로동,1153010200,2,구로구
2000,신도림태영타운,70000,0,20240705,24.08~26.08,101.74,서울특별시 구로구 구로동,1153010200,9,구로구
2000,신도림태영타운,60000,0,20240705,24.09~26.09,59.88,서울특별시 구로구 구로동,1153010200,18,구로구
1987,중앙하이츠,33000,0,20240705,24.08~26.08,59.99,서울특별시 구로구 구로동,1153010200,8,구로구
1992,구로현대,15000,90,20240705,24.07~26.07,63.98,서울특별시 구로구 구로동,1153010200,9,구로구
2003,동도아르떼빌,13000,0,20240705,24.08~26.08,83.01,서울특별시 구로구 구로동,1153010200,6,구로구
1998,구로두산,26000,0,20240706,,44.64,서울특별시 구로구 구로동,1153010200,3,구로구
1984,극동,28000,0,20240706,24.07~26.07,58.22,서울특별시 구로구 구로동,1153010200,11,구로구
2006,구로두산위브,6000,67,20240706,24.07~26.07,36.88,서울특별시 구로구 구로동,1153010200,10,구로구
2023,케이디타워,1000,102,20240706,24.07~26.07,16.67,서울특별시 구로구 구로동,1153010200,16,구로구
1998,구일우성,35280,0,20240706,24.08~26.12,84.49,서울특별시 구로구 구로동,1153010200,4,구로구
1998,이화우성,36000,0,20240706,24.08~26.08,59.82,서울특별시 구로구 구로동,1153010200,2,구로구
1999,신도림롯데아파트,57000,0,20240706,24.08~26.08,84.93,서울특별시 구로구 구로동,1153010200,1,구로구
1986,주공1,35000,0,20240706,24.08~26.08,73.68,서울특별시 구로구 구로동,1153010200,1,구로구
1987,중앙하이츠,33500,0,20240707,24.09~26.09,70.52,서울특별시 구로구 구로동,1153010200,3,구로구
1988,한신,20000,20,20240707,24.09~26.09,44.78,서울특별시 구로구 구로동,1153010200,11,구로구
1998,구로두산(201동),315,14,20240708,,27.6,서울특별시 구로구 구로동,1153010200,1,구로구
1998,구로두산(201동),789,13,20240708,,27.6,서울특별시 구로구 구로동,1153010200,1,구로구
1998,구로두산(201동),789,13,20240708,,27.6,서울특별시 구로구 구로동,1153010200,1,구로구
1998,일신건영,30000,40,20240708,,59.97,서울특별시 구로구 구로동,1153010200,3,구로구
1992,럭키,40000,0,20240708,24.08~26.08,71.4,서울특별시 구로구 구로동,1153010200,4,구로구
1998,일신건영,30000,40,20240708,24.08~26.08,59.97,서울특별시 구로구 구로동,1153010200,3,구로구
1986,주공1,31000,0,20240708,24.08~26.08,73.68,서울특별시 구로구 구로동,1153010200,2,구로구
1987,주공2,17000,0,20240709,24.08~26.08,32.39,서울특별시 구로구 구로동,1153010200,12,구로구
1996,(792-86),13000,0,20240709,24.08~26.08,47.5,서울특별시 구로구 구로동,1153010200,3,구로구
1986,주공1,3000,150,20240709,24.08~26.08,83.87,서울특별시 구로구 구로동,1153010200,12,구로구
