built_year,apt_name,security_deposit,monthly_rent,contract_date,lease_term,net_leasable_area,address,legal_code,floor,ward
2021,래미안라클래시,23680,93,20240716,,59.99,서울특별시 강남구 삼성동,1168010500,24,강남구
2015,래미안대치팰리스,66094,0,20240701,,59.99,서울특별시 강남구 대치동,1168010600,8,강남구
1979,은마,35000,166,20240701,24.07~26.07,76.79,서울특별시 강남구 대치동,1168010600,5,강남구
2000,대치삼성,148000,0,20240701,24.08~25.02,97.35,서울특별시 강남구 대치동,1168010600,20,강남구
1979,은마,35000,166,20240701,24.07~26.07,76.79,서울특별시 강남구 대치동,1168010600,5,강남구
2015,래미안대치팰리스,100000,320,20240701,24.09~26.09,84.99,서울특별시 강남구 대치동,1168010600,13,강남구
1983,"쌍용대치아파트1동,2동,3동,5동,6동",77000,0,20240702,24.08~26.08,83.56,서울특별시 강남구 대치동,1168010600,5,강남구
1983,한보미도맨션1,78000,180,20240702,24.09~26.09,128.01,서울특별시 강남구 대치동,1168010600,14,강남구
2015,래미안대치팰리스,50000,570,20240702,24.09~26.09,94.49,서울특별시 강남구 대치동,1168010600,5,강남구
1979,은마,60000,100,20240702,24.08~26.08,84.43,서울특별시 강남구 대치동,1168010600,11,강남구
1979,은마,66000,0,20240702,24.08~26.08,76.79,서울특별시 강남구 대치동,1168010600,14,강남구
1980,은마,46000,60,20240702,24.09~26.09,76.79,서울특별시 강남구 대치동,1168010600,1,강남구
2017,대치SKVIEW,195000,0,20240703,24.08~26.08,84.3865,서울특별시 강남구 대치동,1168010600,5,강남구
2015,래미안대치팰리스,240000,0,20240703,24.09~26.09,114.15,서울특별시 강남구 대치동,1168010600,21,강남구
2015,래미안대치팰리스,280000,0,20240703,24.10~26.10,114.17,서울특별시 강남구 대치동,1168010600,15,강남구
2005,동부센트레빌,200000,400,20240703,24.09~26.09,161.47,서울특별시 강남구 대치동,1168010600,5,강남구
1985,한보미도맨션2,118000,0,20240703,24.07~26.07,115.05,서울특별시 강남구 대치동,1168010600,6,강남구
2021,대치르엘,100000,300,20240703,24.07~26.10,84.7735,서울특별시 강남구 대치동,1168010600,10,강남구
1985,한보미도맨션2,118000,0,20240703,24.07~26.07,115.05,서울특별시 강남구 대치동,1168010600,6,강남구
2000,대치삼성,130000,0,20240704,24.09~26.09,84.58,서울특별시 강남구 대치동,1168010600,3,강남구
1979,은마,70000,0,20240704,24.09~26.09,76.79,서울특별시 강남구 대치동,1168010600,9,강남구
1983,"쌍용대치아파트1동,2동,3동,5동,6동",80000,0,20240704,24.08~26.08,83.56,서울특별시 강남구 대치동,1168010600,7,강남구
1985,한보미도맨션2,118000,0,20240704,24.07~26.07,115.05,서울특별시 강남구 대치동,1168010600,6,강남구
2023,대치푸르지오써밋,110000,220,20240704,24.10~26.10,84.97,서울특별시 강남구 대치동,1168010600,4,강남구
1999,대치현대,34000,112,20240705,24.08~25.08,59.82,서울특별시 강남구 대치동,1168010600,20,강남구
1984,"대치우성아파트1동,2동,3동,5동,6동,7동",99750,0,20240705,24.08~26.08,115.59,서울특별시 강남구 대치동,1168010600,8,강남구
1979,은마,50000,40,20240705,24.08~26.08,76.79,서울특별시 강남구 대치동,1168010600,1,강남구
1979,은마,68500,0,20240705,24.08~26.08,76.79,서울특별시 강남구 대치동,1168010600,14,강남구
1999,대치현대,34000,112,20240705,24.08~26.08,59.82,서울특별시 강남구 대치동,1168010600,20,강남구
1983,한보미도맨션1,140000,0,20240705,,128.01,서울특별시 강남구 대치동,1168010600,2,강남구
1983,한보미도맨션1,145000,0,20240706,24.07~26.07,128.01,서울특별시 강남구 대치동,1168010600,13,강남구
1983,개포우성1,140000,0,20240706,24.09~26.09,127.61,서울특별시 강남구 대치동,1168010600,13,강남구
1983,선경1차(1동-7동),140000,0,20240706,24.09~26.09,136.68,서울특별시 강남구 대치동,1168010600,5,강남구
1983,선경1차(1동-7동),129000,0,20240706,24.07~26.07,117.7,서울특별시 강남구 대치동,1168010600,4,강남구
2023,대치푸르지오써밋,30000,240,20240706,24.08~26.08,51.74,서울특별시 강남구 대치동,1168010600,3,강남구
1979,은마,69000,0,20240706,24.08~26.08,76.79,서울특별시 강남구 대치동,1168010600,9,강남구
1980,은마,71500,0,20240706,24.07~26.07,84.43,서울특별시 강남구 대치동,1168010600,4,강남구
1983,개포우성1,30000,340,20240707,24.08~26.08,84.81,서울특별시 강남구 대치동,1168010600,5,강남구
2000,대치삼성,160000,0,20240708,24.08~26.08,97.35,서울특별시 강남구 대치동,1168010600,12,강남구
1985,한보미도맨션2,125000,0,20240708,,126.33,서울특별시 강남구 대치동,1168010600,10,강남구
2000,대치삼성,95000,0,20240709,24.09~26.09,59.88,서울특별시 강남구 대치동,1168010600,11,강남구
1980,은마,60000,0,20240709,24.08~26.08,76.79,서울특별시 강남구 대치동,1168010600,6,강남구
1980,은마,50000,0,20240709,24.09~26.09,76.79,서울특별시 강남구 대치동,1168010600,2,강남구
1980,은마,82500,0,20240709,24.08~26.08,84.43,서울특별시 강남구 대치동,1168010600,2,강남구
1983,선경1차(1동-7동),160000,0,20240710,24.09~26.09,136.68,서울특별시 강남구 대치동,1168010600,11,강남구
1983,선경1차(1동-7동),115000,0,20240710,24.09~26.08,84.35,서울특별시 강남구 대치동,1168010600,2,강남구
1985,선경2차(8동-12동),10000,317,20240710,24.08~26.08,84.55,서울특별시 강남구 대치동,1168010600,12,강남구
1999,대치현대,66150,0,20240711,24.10~26.10,59.82,서울특별시 강남구 대치동,1168010600,1,강남구
1980,은마,83000,0,20240711,24.09~26.12,84.43,서울특별시 강남구 대치동,1168010600,9,강남구
1983,선경1차(1동-7동),70000,150,20240711,24.07~26.07,84.35,서울특별시 강남구 대치동,1168010600,14,강남구
2000,대치삼성,135000,0,20240711,24.10~26.10,84.58,서울특별시 강남구 대치동,1168010600,10,강남구
2023,대치푸르지오써밋,90000,320,20240711,24.10~26.10,84.94,서울특별시 강남구 대치동,1168010600,2,강남구
1983,개포우성1,100000,0,20240711,24.07~26.07,84.81,서울특별시 강남구 대치동,1168010600,9,강남구
1980,은마,80000,0,20240711,24.08~26.08,84.43,서울특별시 강남구 대치동,1168010600,10,강남구
1984,개포우성2,90000,190,20240712,24.08~26.11,127.78,서울특별시 강남구 대치동,1168010600,6,강남구
1979,은마,65000,0,20240712,,76.79,서울특별시 강남구 대치동,1168010600,14,강남구
2008,대치아이파크,215000,0,20240713,24.07~26.07,149.78,서울특별시 강남구 대치동,1168010600,15,강남구
1983,쌍용대치2,103000,0,20240713,24.09~26.09,120.76,서울특별시 강남구 대치동,1168010600,12,강남구
2015,래미안대치팰리스,220000,0,20240715,24.08~26.08,94.49,서울특별시 강남구 대치동,1168010600,18,강남구
2015,래미안대치팰리스,170000,0,20240715,24.08~26.08,84.99,서울특별시 강남구 대치동,1168010600,3,강남구
2021,대치르엘,22480,32,20240715,,43.9911,서울특별시 강남구 대치동,1168010600,1,강남구
2008,대치아이파크,32000,990,20240715,25.01~27.01,149.78,서울특별시 강남구 대치동,1168010600,3,강남구
2004,풍림아이원3차(1007-1),100000,120,20240716,24.10~26.10,114.55,서울특별시 강남구 대치동,1168010600,9,강남구
2004,현대아인빌,110100,0,20240702,24.08~26.07,130.9,서울특별시 은평구 신사동,1138010900,5,은평구
2004,현대아인빌,110100,0,20240702,24.08~26.07,130.9,서울특별시 강남구 신사동,1168010700,5,강남구
2004,금광아크존(635-14),60000,0,20240707,24.11~26.11,58.35,서울특별시 은평구 신사동,1138010900,6,은평구
2004,금광아크존(635-14),60000,0,20240707,24.11~26.11,58.35,서울특별시 강남구 신사동,1168010700,6,강남구
2004,금광아크존(635-14),66000,0,20240708,24.07~26.07,74.5,서울특별시 은평구 신사동,1138010900,3,은평구
2004,금광아크존(635-14),66000,0,20240708,24.07~26.07,74.5,서울특별시 강남구 신사동,1168010700,3,강남구
2001,압구정대원칸타빌아파트,25000,370,20240715,24.07~26.07,113.31,서울특별시 은평구 신사동,1138010900,6,은평구
2001,압구정대원칸타빌아파트,25000,370,20240715,24.07~26.07,113.31,서울특별시 강남구 신사동,1168010700,6,강남구
2023,펜트힐캐스케이드,4000,340,20240701,24.07~25.07,43.01,서울특별시 강남구 논현동,1168010800,12,강남구
1997,신동아(22),50000,140,20240701,24.07~26.07,84.52,서울특별시 강남구 논현동,1168010800,9,강남구
2004,마일스디오빌,1000,140,20240701,24.07~25.07,36.29,서울특별시 강남구 논현동,1168010800,4,강남구
2020,논현아이파크,10000,300,20240701,24.07~26.07,47.46,서울특별시 강남구 논현동,1168010800,3,강남구
2014,아크로힐스논현,126000,0,20240702,24.08~26.08,84.208,서울특별시 강남구 논현동,1168010800,23,강남구
2022,브라이튼N40,320000,0,20240702,24.07~26.07,125.8014,서울특별시 강남구 논현동,1168010800,6,강남구
2023,루시아도산208,50000,0,20240703,24.08~26.08,41.15,서울특별시 강남구 논현동,1168010800,5,강남구
2022,브라이튼N40,320000,0,20240704,24.07~26.07,125.8014,서울특별시 강남구 논현동,1168010800,6,강남구
2023,선정릉역모아엘가퍼스트홈,9073,44,20240704,24.08~26.08,20.06,서울특별시 강남구 논현동,1168010800,5,강남구
1997,신동아(22),70000,100,20240705,24.10~26.09,84.52,서울특별시 강남구 논현동,1168010800,9,강남구
1997,신동아(22),42000,0,20240706,24.08~26.08,35.73,서울특별시 강남구 논현동,1168010800,5,강남구
1986,동현아파트1~6,15000,230,20240706,24.09~26.09,84.92,서울특별시 강남구 논현동,1168010800,14,강남구
1997,신동아(22),10000,330,20240707,24.08~26.08,84.52,서울특별시 강남구 논현동,1168010800,10,강남구
1986,동현아파트1~6,68000,0,20240707,,84.92,서울특별시 강남구 논현동,1168010800,12,강남구
2014,아크로힐스논현,59500,0,20240708,,56.875,서울특별시 강남구 논현동,1168010800,12,강남구
2023,루시아도산208,60000,0,20240708,24.08~26.08,43.46,서울특별시 강남구 논현동,1168010800,2,강남구
2004,두산위브1단지,80000,67,20240709,24.07~26.07,84.993,서울특별시 강남구 논현동,1168010800,11,강남구
1997,신동아(22),37485,0,20240709,24.08~25.08,35.73,서울특별시 강남구 논현동,1168010800,12,강남구
2013,한양수자인어반게이트,19000,0,20240709,24.08~26.08,16.2,서울특별시 강남구 논현동,1168010800,7,강남구
1997,신동아(22),68000,0,20240710,24.08~25.08,84.52,서울특별시 강남구 논현동,1168010800,2,강남구
2014,아크로힐스논현,59500,0,20240711,,56.875,서울특별시 강남구 논현동,1168010800,14,강남구
2003,동부센트레빌,115000,0,20240713,23.01~25.01,114.498,서울특별시 강남구 논현동,1168010800,15,강남구
1976,"현대1차(12,13,21,22,31,32,33동)",90000,0,20240702,24.05~26.05,131.48,서울특별시 강남구 압구정동,1168011000,6,강남구
1982,신현대9차,105000,0,20240702,24.08~26.08,108.88,서울특별시 강남구 압구정동,1168011000,11,강남구
1980,현대8차(성수현대:91~95동),90000,0,20240702,24.07~26.07,107.64,서울특별시 강남구 압구정동,1168011000,12,강남구
1978,"현대6차(78~81,83,84,86,87동)",30000,430,20240703,24.09~26.09,157.36,서울특별시 강남구 압구정동,1168011000,5,강남구
1979,"현대7차(73~77,82,85동)",130000,0,20240704,24.07~26.07,157.36,서울특별시 강남구 압구정동,1168011000,13,강남구
1983,현대13차(208~211동),100000,0,20240705,24.08~26.08,108.47,서울특별시 강남구 압구정동,1168011000,13,강남구
1981,한양7,75000,0,20240706,24.08~26.08,106.22,서울특별시 강남구 압구정동,1168011000,2,강남구
1987,미성2차,70000,150,20240706,24.09~26.09,118.63,서울특별시 강남구 압구정동,1168011000,4,강남구
1976,현대3차(61~64동),57750,0,20240706,24.07~26.07,82.5,서울특별시 강남구 압구정동,1168011000,6,강남구
1976,현대3차(61~64동),50000,130,20240710,24.07~26.07,82.5,서울특별시 강남구 압구정동,1168011000,6,강남구
1982,미성1차,50000,110,20240712,24.09~26.09,105.65,서울특별시 강남구 압구정동,1168011000,14,강남구
1987,미성2차,10000,300,20240712,24.09~26.09,74.4,서울특별시 강남구 압구정동,1168011000,7,강남구
1976,"현대1차(12,13,21,22,31,32,33동)",140000,0,20240712,24.07~26.07,131.48,서울특별시 강남구 압구정동,1168011000,8,강남구
1979,한양5,10000,270,20240713,24.08~26.02,102.35,서울특별시 강남구 압구정동,1168011000,7,강남구
1983,신현대11차,200000,0,20240713,24.09~26.09,183.41,서울특별시 강남구 압구정동,1168011000,12,강남구
1987,"현대14차(203,204,205,206동)",85000,0,20240717,24.09~26.09,84.98,서울특별시 강남구 압구정동,1168011000,8,강남구
2011,강남데시앙파크,64500,0,20240706,24.08~26.08,84.97,서울특별시 강남구 세곡동,1168011100,4,강남구
2011,강남신동아파밀리에1단지,59000,0,20240709,24.08~26.08,59.97,서울특별시 강남구 세곡동,1168011100,9,강남구
2011,세곡리엔파크(4단지),3156,26,20240709,,39.97,서울특별시 강남구 세곡동,1168011100,7,강남구
2013,강남엘에이치1단지,30000,140,20240709,24.07~26.07,74.74,서울특별시 강남구 세곡동,1168011100,7,강남구
2011,세곡리엔파크(4단지),1262,30,20240710,,39.97,서울특별시 강남구 세곡동,1168011100,7,강남구
2013,강남엘에이치1단지,60000,0,20240712,24.07~26.07,59.89,서울특별시 강남구 세곡동,1168011100,14,강남구
2013,강남엘에이치1단지,75000,0,20240715,24.07~26.07,84.83,서울특별시 강남구 세곡동,1168011100,11,강남구
2013,강남엘에이치1단지,10000,245,20240715,24.08~26.08,84.84,서울특별시 강남구 세곡동,1168011100,8,강남구
2014,래미안포레,27634,0,20240701,24.07~26.06,59.97,서울특별시 강남구 자곡동,1168011200,2,강남구
2024,LH수서2단지아파트,692,28,20240701,24.07~26.09,14.69,서울특별시 강남구 자곡동,1168011200,15,강남구
2024,LH수서2단지아파트,17720,51,20240701,24.04~26.06,44.89,서울특별시 강남구 자곡동,1168011200,4,강남구
2024,LH수서2단지아파트,13348,36,20240701,24.04~26.06,36.6,서울특별시 강남구 자곡동,1168011200,7,강남구
2014,래미안포레,83000,0,20240701,24.08~26.08,101.51,서울특별시 강남구 자곡동,1168011200,5,강남구
2024,LH수서2단지아파트,18520,19,20240703,24.04~26.06,36.84,서울특별시 강남구 자곡동,1168011200,12,강남구
2015,강남자곡 힐스테이트,20798,0,20240704,24.07~26.09,51.99,서울특별시 강남구 자곡동,1168011200,2,강남구
2013,강남에버시움,4759,39,20240704,24.07~26.09,46.01,서울특별시 강남구 자곡동,1168011200,14,강남구
2013,강남에버시움,4759,39,20240704,24.07~26.09,46.71,서울특별시 강남구 자곡동,1168011200,1,강남구
2024,LH수서2단지아파트,692,28,20240704,24.07~26.09,14.69,서울특별시 강남구 자곡동,1168011200,8,강남구
2015,강남자곡 힐스테이트,20798,0,20240704,24.07~26.09,51.99,서울특별시 강남구 자곡동,1168011200,10,강남구
2015,강남자곡 힐스테이트,20798,0,20240704,24.07~26.09,51.96,서울특별시 강남구 자곡동,1168011200,7,강남구
2014,강남한양수자인(4단지),75000,0,20240704,24.08~26.08,84.89,서울특별시 강남구 자곡동,1168011200,2,강남구
2024,LH수서2단지아파트,8248,54,20240705,24.04~26.06,36.84,서울특별시 강남구 자곡동,1168011200,6,강남구
2024,LH수서2단지아파트,1386,55,20240705,24.07~26.09,26.54,서울특별시 강남구 자곡동,1168011200,8,강남구
2014,강남브리즈힐,30000,180,20240706,24.08~26.08,84.29,서울특별시 강남구 자곡동,1168011200,4,강남구
2014,강남브리즈힐,67000,0,20240706,24.09~26.09,74.44,서울특별시 강남구 자곡동,1168011200,8,강남구
2024,LH수서2단지아파트,11992,12,20240707,24.04~26.06,26.54,서울특별시 강남구 자곡동,1168011200,5,강남구
2024,LH수서2단지아파트,5568,13,20240708,24.04~26.06,14.69,서울특별시 강남구 자곡동,1168011200,11,강남구
2014,강남한양수자인(4단지),2745,50,20240709,,59.93,서울특별시 강남구 자곡동,1168011200,4,강남구
2014,래미안포레,27634,0,20240709,,59.92,서울특별시 강남구 자곡동,1168011200,8,강남구
2014,래미안강남힐즈,40000,200,20240709,24.08~26.08,91.96,서울특별시 강남구 자곡동,1168011200,8,강남구
2024,LH수서2단지아파트,15662,17,20240709,24.07~26.09,36.84,서울특별시 강남구 자곡동,1168011200,10,강남구
2024,LH수서2단지아파트,640,24,20240710,24.07~26.09,14.69,서울특별시 강남구 자곡동,1168011200,8,강남구
2024,LH수서2단지아파트,16648,17,20240710,24.07~26.09,36.84,서울특별시 강남구 자곡동,1168011200,7,강남구
2014,래미안강남힐즈,20000,300,20240710,24.09~26.09,101.94,서울특별시 강남구 자곡동,1168011200,9,강남구
2024,LH수서2단지아파트,1848,73,20240711,24.07~26.09,36.84,서울특별시 강남구 자곡동,1168011200,7,강남구
2024,LH수서2단지아파트,15662,17,20240712,24.04~26.06,36.84,서울특별시 강남구 자곡동,1168011200,12,강남구
2014,래미안강남힐즈,88000,0,20240713,24.11~26.11,91.96,서울특별시 강남구 자곡동,1168011200,7,강남구
2014,래미안강남힐즈,130000,0,20240713,24.08~26.08,101.94,서울특별시 강남구 자곡동,1168011200,14,강남구
2014,래미안포레,65000,0,20240714,24.08~26.08,59.97,서울특별시 강남구 자곡동,1168011200,2,강남구
2024,LH수서2단지아파트,1110,44,20240715,24.07~26.09,26.54,서울특별시 강남구 자곡동,1168011200,4,강남구
2024,LH수서2단지아파트,1110,44,20240715,24.07~26.09,26.54,서울특별시 강남구 자곡동,1168011200,6,강남구
2024,LH수서2단지아파트,16648,17,20240715,24.07~26.09,36.84,서울특별시 강남구 자곡동,1168011200,4,강남구
2024,LH수서2단지아파트,6668,7,20240715,24.04~26.06,14.69,서울특별시 강남구 자곡동,1168011200,1,강남구
2013,강남에버시움,4300,14,20240715,24.08~26.07,36.05,서울특별시 강남구 자곡동,1168011200,1,강남구
2014,강남브리즈힐,40000,80,20240715,24.07~26.07,74.44,서울특별시 강남구 자곡동,1168011200,15,강남구
2024,LH수서2단지아파트,22520,23,20240716,24.04~26.06,44.89,서울특별시 강남구 자곡동,1168011200,9,강남구
2014,래미안포레,38475,0,20240716,,59.92,서울특별시 강남구 자곡동,1168011200,3,강남구
2014,강남자곡아이파크,77200,0,20240716,24.08~26.03,84.92,서울특별시 강남구 자곡동,1168011200,7,강남구
2014,래미안포레,47125,0,20240716,,84.85,서울특별시 강남구 자곡동,1168011200,1,강남구
2014,래미안포레,38475,0,20240716,,59.92,서울특별시 강남구 자곡동,1168011200,4,강남구
2014,래미안포레,38475,0,20240716,,59.92,서울특별시 강남구 자곡동,1168011200,12,강남구
2014,래미안포레,38475,0,20240716,,59.92,서울특별시 강남구 자곡동,1168011200,4,강남구
2014,래미안포레,38475,0,20240717,,59.97,서울특별시 강남구 자곡동,1168011200,2,강남구
2014,강남자곡아이파크,80000,0,20240717,24.07~26.07,84.92,서울특별시 강남구 자곡동,1168011200,9,강남구
2024,LH수서2단지아파트,16648,17,20240717,24.04~26.06,36.84,서울특별시 강남구 자곡동,1168011200,10,강남구
2015,강남한신휴플러스8단지,85000,0,20240701,24.07~26.07,114.91,서울특별시 강남구 율현동,1168011300,4,강남구
2015,강남한신휴플러스6단지,2635,47,20240716,,49.79,서울특별시 강남구 율현동,1168011300,6,강남구
2015,강남한신휴플러스6단지,61000,0,20240716,24.08~26.08,59.98,서울특별시 강남구 율현동,1168011300,7,강남구
1994,한솔마을,60000,0,20240702,24.07~26.07,63.76,서울특별시 강남구 일원동,1168011400,3,강남구
2021,디에이치자이개포,118000,0,20240703,24.08~26.08,63.76,서울특별시 강남구 일원동,1168011400,25,강남구
1992,수서,48000,0,20240704,24.09~26.09,49.68,서울특별시 강남구 일원동,1168011400,7,강남구
1987,우성7,74000,0,20240704,24.07~26.07,83.69,서울특별시 강남구 일원동,1168011400,14,강남구
1984,개포한신,7000,100,20240704,24.09~26.09,107.6,서울특별시 강남구 일원동,1168011400,13,강남구
1992,수서,5000,95,20240705,24.07~26.07,39.98,서울특별시 강남구 일원동,1168011400,11,강남구
2021,디에이치자이개포,70000,330,20240705,24.10~26.10,84.64,서울특별시 강남구 일원동,1168011400,20,강남구
1994,푸른마을아파트101동~111동,80000,0,20240705,24.07~26.07,84.93,서울특별시 강남구 일원동,1168011400,15,강남구
1993,상록수,60000,25,20240706,24.08~27.01,74.54,서울특별시 강남구 일원동,1168011400,1,강남구
1986,삼성,33000,21,20240706,24.07~26.07,61.35,서울특별시 강남구 일원동,1168011400,4,강남구
1993,가람,68000,0,20240706,24.09~26.09,75.16,서울특별시 강남구 일원동,1168011400,2,강남구
1993,가람,73000,0,20240706,24.08~26.08,75.16,서울특별시 강남구 일원동,1168011400,1,강남구
1994,푸른마을아파트101동~111동,83000,0,20240706,24.08~26.08,84.93,서울특별시 강남구 일원동,1168011400,2,강남구
1994,푸른마을아파트101동~111동,55000,80,20240706,24.07~26.07,84.93,서울특별시 강남구 일원동,1168011400,2,강남구
1994,푸른마을아파트101동~111동,30000,170,20240706,24.08~26.08,84.93,서울특별시 강남구 일원동,1168011400,2,강남구
1994,푸른마을아파트101동~111동,73000,0,20240706,24.08~26.08,59.76,서울특별시 강남구 일원동,1168011400,2,강남구
2021,디에이치자이개포,160000,0,20240707,24.09~26.09,84.64,서울특별시 강남구 일원동,1168011400,16,강남구
1993,상록수,84000,0,20240708,24.09~26.09,84.95,서울특별시 강남구 일원동,1168011400,3,강남구
1994,한솔마을,30000,0,20240709,24.07~26.07,63.76,서울특별시 강남구 일원동,1168011400,5,강남구
2021,디에이치자이개포,225000,0,20240710,24.10~26.10,118.68,서울특별시 강남구 일원동,1168011400,12,강남구
1992,수서,31950,0,20240710,24.08~26.08,39.98,서울특별시 강남구 일원동,1168011400,9,강남구
1993,가람,75245,0,20240710,24.09~25.02,84.95,서울특별시 강남구 일원동,1168011400,5,강남구
1992,수서,36000,0,20240711,24.07~26.07,39.98,서울특별시 강남구 일원동,1168011400,8,강남구
1993,목련타운,100000,60,20240711,24.09~26.09,99.79,서울특별시 강남구 일원동,1168011400,7,강남구
1993,상록수,70000,0,20240712,,74.54,서울특별시 강남구 일원동,1168011400,4,강남구
1994,푸른마을아파트101동~111동,66000,0,20240713,24.08~26.08,59.76,서울특별시 강남구 일원동,1168011400,13,강남구
1987,현대4,50000,100,20240713,24.10~26.10,84.98,서울특별시 강남구 일원동,1168011400,2,강남구
1993,상록수,63000,0,20240713,24.08~26.08,74.54,서울특별시 강남구 일원동,1168011400,1,강남구
1994,푸른마을아파트101동~111동,60000,20,20240713,24.08~26.08,59.76,서울특별시 강남구 일원동,1168011400,5,강남구
1994,푸른마을아파트101동~111동,102000,0,20240714,24.07~26.10,84.93,서울특별시 강남구 일원동,1168011400,5,강남구
1992,수서,50000,0,20240715,24.07~24.12,59.94,서울특별시 강남구 일원동,1168011400,11,강남구
1992,수서,36000,0,20240715,24.09~26.09,39.98,서울특별시 강남구 일원동,1168011400,14,강남구
2018,래미안 개포 루체하임,140000,0,20240716,24.07~26.07,84.99,서울특별시 강남구 일원동,1168011400,16,강남구
2021,디에이치자이개포,150000,0,20240716,24.09~26.09,84.75,서울특별시 강남구 일원동,1168011400,31,강남구
1997,삼성,35000,140,20240701,24.09~26.09,59.86,서울특별시 강남구 수서동,1168011500,13,강남구
1997,삼성,90000,0,20240701,24.08~26.08,84.97,서울특별시 강남구 수서동,1168011500,4,강남구
2014,강남데시앙포레,82000,0,20240705,24.07~26.07,84.96,서울특별시 강남구 수서동,1168011500,4,강남구
1992,신동아,37000,0,20240705,24.07~26.07,39.53,서울특별시 강남구 수서동,1168011500,9,강남구
1993,수서한아름,65000,0,20240706,24.07~26.07,97.63,서울특별시 강남구 수서동,1168011500,10,강남구
1993,까치마을,35000,0,20240706,24.08~26.08,39.6,서울특별시 강남구 수서동,1168011500,14,강남구
1992,신동아,40000,0,20240706,24.08~26.08,39.53,서울특별시 강남구 수서동,1168011500,10,강남구
1993,까치마을,50000,0,20240706,24.08~26.08,49.5,서울특별시 강남구 수서동,1168011500,6,강남구
1992,신동아,2000,82,20240706,24.07~26.07,33.18,서울특별시 강남구 수서동,1168011500,12,강남구
2016,강남 더샵 포레스트,80000,350,20240708,24.09~26.09,146.7139,서울특별시 강남구 수서동,1168011500,1,강남구
1992,삼익,55000,0,20240708,24.09~26.09,60,서울특별시 강남구 수서동,1168011500,4,강남구
1992,신동아,30000,0,20240708,24.08~26.08,33.18,서울특별시 강남구 수서동,1168011500,3,강남구
2014,강남데시앙포레,30000,240,20240710,24.09~26.09,84.86,서울특별시 강남구 수서동,1168011500,13,강남구
1992,신동아,30000,0,20240711,24.09~26.09,33.18,서울특별시 강남구 수서동,1168011500,7,강남구
1992,신동아,29000,0,20240712,24.09~26.09,33.18,서울특별시 강남구 수서동,1168011500,11,강남구
1993,까치마을,36000,0,20240712,24.07~26.07,39.6,서울특별시 강남구 수서동,1168011500,4,강남구
1993,까치마을,5000,100,20240712,24.08~26.08,34.44,서울특별시 강남구 수서동,1168011500,13,강남구
1992,신동아,30000,0,20240712,24.07~25.08,33.18,서울특별시 강남구 수서동,1168011500,15,강남구
1992,삼익,50160,0,20240713,,60,서울특별시 강남구 수서동,1168011500,6,강남구
1992,신동아,46500,0,20240713,24.10~26.10,49.96,서울특별시 강남구 수서동,1168011500,14,강남구
1993,까치마을,6000,65,20240713,24.07~26.07,34.44,서울특별시 강남구 수서동,1168011500,12,강남구
1992,삼익,50160,0,20240713,24.08~26.08,60,서울특별시 강남구 수서동,1168011500,6,강남구
2014,강남데시앙포레,75000,0,20240713,24.10~26.10,59.97,서울특별시 강남구 수서동,1168011500,13,강남구
1992,신동아,30000,15,20240715,24.08~26.08,39.53,서울특별시 강남구 수서동,1168011500,8,강남구
1993,까치마을,28000,0,20240717,24.10~26.10,34.44,서울특별시 강남구 수서동,1168011500,9,강남구
2006,SK허브프리모,2000,120,20240701,24.07~26.06,33.8,서울특별시 강남구 도곡동,1168011800,11,강남구
1985,우성4,110000,0,20240701,24.07~26.06,152.74,서울특별시 강남구 도곡동,1168011800,9,강남구
2006,도곡렉슬,69000,94,20240701,,59.9772,서울특별시 강남구 도곡동,1168011800,8,강남구
2001,삼성래미안,160000,0,20240702,24.06~26.10,122.81,서울특별시 강남구 도곡동,1168011800,16,강남구
2006,도곡렉슬,180000,0,20240703,24.10~26.10,120.8233,서울특별시 강남구 도곡동,1168011800,3,강남구
1986,도곡우성아파트,40000,100,20240703,24.08~26.08,84.83,서울특별시 강남구 도곡동,1168011800,4,강남구
1985,우성4,70000,0,20240703,24.08~26.08,84.6,서울특별시 강남구 도곡동,1168011800,5,강남구
2003,타워팰리스2,185000,0,20240704,24.07~26.07,124.11,서울특별시 강남구 도곡동,1168011800,35,강남구
1995,럭키(963),120000,0,20240704,24.07~26.07,124.1,서울특별시 강남구 도곡동,1168011800,6,강남구
2005,경남,70000,0,20240704,24.07~26.07,59.76,서울특별시 강남구 도곡동,1168011800,20,강남구
1988,한신엠비씨,70000,0,20240705,24.07~26.07,84.74,서울특별시 강남구 도곡동,1168011800,2,강남구
2005,파크힐,45000,75,20240705,24.07~26.07,58.05,서울특별시 강남구 도곡동,1168011800,4,강남구
2006,도곡렉슬,130000,160,20240705,24.08~26.08,120.8233,서울특별시 강남구 도곡동,1168011800,11,강남구
2005,파크힐,50000,340,20240705,24.07~26.07,179.85,서울특별시 강남구 도곡동,1168011800,7,강남구
2006,도곡렉슬,20000,240,20240705,24.08~26.08,59.9818,서울특별시 강남구 도곡동,1168011800,10,강남구
1985,한신(개포),45000,0,20240706,,52.73,서울특별시 강남구 도곡동,1168011800,2,강남구
1985,우성4,103000,0,20240706,24.08~26.08,126.46,서울특별시 강남구 도곡동,1168011800,4,강남구
1994,삼성,60000,0,20240706,24.07~26.07,54.81,서울특별시 강남구 도곡동,1168011800,6,강남구
1994,삼성,60000,0,20240706,24.08~26.08,54.81,서울특별시 강남구 도곡동,1168011800,8,강남구
